OrderID,Date,PaymentMethod,SaleAmount,Country
1352,2024-04-20,Mobile Payment,175.46763115264008,USA
1358,2024-10-26,Cash,175.2801789910635,USA
1364,2024-04-02,Mobile Payment,175.86017930286988,USA
1370,2024-10-08,Cash,176.43539313587195,USA
1376,2024-04-14,Mobile Payment,176.18472253272247,USA
1382,2024-10-20,Cash,175.93547901688802,USA
1388,2024-04-26,Mobile Payment,175.53509896536136,USA
1394,2024-10-02,Cash,175.62138597141748,USA
1400,2024-04-08,Mobile Payment,175.71463589563152,USA
1406,2024-10-14,Cash,175.10840191594258,USA
1412,2024-04-20,Mobile Payment,176.48363907895597,USA
1418,2024-10-26,Cash,176.02293772727316,USA
1424,2024-04-02,Mobile Payment,176.22606076702863,USA
1430,2024-10-08,Cash,175.45195459184526,USA
1436,2024-04-14,Mobile Payment,175.88383873158057,USA
1442,2024-10-20,Cash,176.2546125533884,USA
1448,2024-04-26,Mobile Payment,176.20648414487252,USA
1454,2024-10-02,Cash,175.98648547556866,USA
1460,2024-04-08,Mobile Payment,176.22465420784167,USA
1466,2024-10-14,Cash,175.3441106892021,USA
1472,2024-04-20,Mobile Payment,176.1606598630814,USA
1478,2024-10-26,Cash,176.31896626707316,USA
1484,2024-04-02,Mobile Payment,175.928540599265,USA
1490,2024-10-08,Cash,175.6280282940888,USA
1496,2024-04-14,Mobile Payment,175.81995868461365,USA
1502,2024-10-20,Cash,175.57181492709364,USA
1508,2024-04-26,Mobile Payment,176.09402080917957,USA
1514,2024-10-02,Cash,176.23714263721573,USA
1520,2024-04-08,Mobile Payment,175.8846181952381,USA
1526,2024-10-14,Cash,176.51400715631672,USA
1532,2024-04-20,Mobile Payment,176.33627920396845,USA
1538,2024-10-26,Cash,176.27245696555545,USA
1544,2024-04-02,Mobile Payment,175.61582453786272,USA
1550,2024-10-08,Cash,175.3925355649117,USA
1556,2024-04-14,Mobile Payment,176.5278657266913,USA
1562,2024-10-20,Cash,176.48189915513714,USA
1568,2024-04-26,Mobile Payment,176.0703946911812,USA
1574,2024-10-02,Cash,176.17386801385908,USA
1580,2024-04-08,Mobile Payment,176.27517817355985,USA
1586,2024-10-14,Cash,176.09671091159163,USA
1592,2024-04-20,Mobile Payment,176.46191014630034,USA
1598,2024-10-26,Cash,176.48731220036535,USA
